rowid,content,label,content_clean,dm1,dm2,troll_whight,real_whight,upper_s,upper_w,swears,swears_s,num_words,positive,positive_s,negative,negative_s
141,  a hemp bracelet my sister made me on my left wrist and my two favorite rings :]r Earrings too...lets count  8 others :),0,  a hemp bracelet my sister made me on my left wrist and my two favorite rings r earrings toolets count  8 others ,0.314508904,-0.366109115,3.803564795,-16.56391928,0.035714286,0.035714286,0,0,22,1,0.045454545,0,0
142,  a house :],0,  a house ,0.87966253,-0.992373232,0,-8.705423881,0,0,0,0,2,0,0,0,0
143,  a kids cereal. :],0,  a kids cereal ,0.638205784,-0.426159747,0,-8.705423881,0,0,0,0,3,0,0,0,0
144,  A L W A Y S : ],0,  a l w a y s  ,0.387549415,-0.286789141,0,-8.705423881,0.75,0.75,0,0,6,0,0,0,0
145,  A loud shakin' dancing singin toy thats really colorful and makes little ones learn lots of stuff!! :],0,  a loud shakin dancing singin toy thats really colorful and makes little ones learn lots of stuff ,0.412447609,-0.397804114,11.83323405,-10.57719439,0.045454545,0.045454545,0,0,17,1,0.058823529,1,0.058823529
146,  a magazine,0,  a magazine,0.904543276,-0.464833549,0,0,0,0,0,0,2,0,0,0,0
147,  a nevershoutnever video,0,  a nevershoutnever video,0.555005908,-0.474635325,0,0,0,0,0,0,3,0,0,0,0
148,  A nice monster. I would wanna be the closet monster that hides in the closet but really im just nice and want a little kid friend to play with :],0,  a nice monster i would wanna be the closet monster that hides in the closet but really im just nice and want a little kid friend to play with ,1.026008509,-0.677023784,3.69302348,-22.8537917,0.0625,0.0625,0,0,30,2,0.066666667,2,0.066666667
149,  a nursing degree already.r a lott of land to live off of.r some money i could just give away to those who work their entire life and can never get ahead.r &amp; a dog. bullmastiff. purebreed. i love them.,0,  a nursing degree alreadyr a lott of land to live off ofr some money i could just give away to those who work their entire life and can never get aheadr amp a dog bullmastiff purebreed i love them,0.602606628,-0.465636241,3.468767945,-13.03688745,0,0,0,0,39,2,0.051282051,0,0
150,  A painted wooden dragon.,0,  a painted wooden dragon,0.333779908,0.085545518,0,0,0.2,0.2,0,0,4,0,0,0,0
151,  A piece of grass?,0,  a piece of grass,0.540011359,-0.761850112,2.282065044,0,0.2,0.2,0,0,4,0,0,0,0
152,  a scientist lol,0,  a scientist lol,1.040628336,-0.305522009,0,0,0,0,0,0,3,0,0,0,0
153,  a sunrise in hot pink orange yellows and blues with a black tree across the skyline and hints of purple. its pretty sweet but it changes weekly usually :),0,  a sunrise in hot pink orange yellows and blues with a black tree across the skyline and hints of purple its pretty sweet but it changes weekly usually ,0.523830339,-0.336401225,0,-10.27251575,0,0,0,0,28,3,0.107142857,0,0
154,  a thong,0,  a thong,0.918083038,-0.438101594,0,0,0,0,0,0,2,0,0,0,0
155,  a tonn :] I don't think my bf can hug me enough sometimes,0,  a tonn  i dont think my bf can hug me enough sometimes,1.000502329,-0.531605556,2.843260865,-14.74583799,0.066666667,0.066666667,0,0,12,2,0.166666667,0,0
156,  a week ago,0,  a week ago,0.671250271,-0.682612822,0,0,0,0,0,0,3,0,0,0,0
157,  a what?,0,  a what,1.440551482,-1.103275666,2.282065044,-5.322379237,0,0,0,0,2,0,0,0,0
158,  A writer. I wanted to be a writer creative novelist so bad.,0,  a writer i wanted to be a writer creative novelist so bad,1.018227569,-0.471425393,0,0,0.153846154,0.153846154,0,0,12,1,0.083333333,1,0.083333333
159,  A year &amp; 2 months.,0,  a year amp 2 months,0.430321581,-0.557052881,1.763958806,0,0.125,0.25,0,0,5,0,0,0,0
160,  a.job.being good pfffft.,0,  ajobbeing good pfffft,0.577290093,0.040720523,0,-2.798735988,0,0,0,0,3,1,0.333333333,0,0
161,  aaron carter  bayside  secondhand serenade  hoping for haley  and carrie underwood,0,  aaron carter  bayside  secondhand serenade  hoping for haley  and carrie underwood,-0.051208689,-0.063367191,0,0,0,0,0,0,11,0,0,0,0
162,  about 900 lol i havent been on for a hot second,0,  about 900 lol i havent been on for a hot second,0.845303892,-0.689446843,1.78872575,-6.340982953,0,0.090909091,0,0,11,1,0.090909091,0,0
163,  About a month ago. For my yearly check up.,0,  about a month ago for my yearly check up,0.650481548,-0.646138158,1.919928277,0,0.2,0,0,0,9,0,0,0,0
164,  About schmidt. r The only movie I couldnt get through to save my life. And I love Jack Nicholson. But this movie was horrible.,0,  about schmidt r the only movie i couldnt get through to save my life and i love jack nicholson but this movie was horrible,0.774381237,-0.659525672,1.704809139,-9.362535666,0.32,0.08,0,0,24,1,0.041666667,1,0.041666667
165,  accomplishment,0,  accomplishment,-0.125128703,-0.494932835,0,0,0,0,0,0,1,1,1,0,0
166,  Actually i do!!! Just my whole experience with this fake a$$ friend!!</3,0,  actually i do just my whole experience with this fake a$$ friend<3,0.763607817,-0.649300111,39.75903303,-9.680589225,0.095238095,0,0,0,16,0,0,1,0.0625
167,  Adidas.,0,  adidas,-0.180387383,0.143176685,0,0,0.5,0,0,0,1,0,0,0,0
168,  Ah me. by griffen house :] idk why. It just makes me happy,0,  ah me by griffen house  idk why it just makes me happy,0.746012278,-0.431473998,0,-10.89342525,0.142857143,0,0,0,12,1,0.083333333,0,0
169,  ah me. by griffen house.,0,  ah me by griffen house,0.34470897,-0.451910818,0,0,0,0,0,0,5,0,0,0,0
170,  Aha love you too<3,0,  aha love you too<3,0.80936811,-0.501095497,0,-9.849343992,0.166666667,0.166666667,0,0,6,1,0.166666667,0,0
171,  ahaha,0,  ahaha,0.040316751,0.438003779,0,0,0,0,0,0,1,0,0,0,0
172,  ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face,0,  ahaha thankss kidd ndd yeah i knoo reallyy huhtheeree soo stupidd there to scaredd to sayy anythingg too myy face,0.329448431,-0.098409469,5.359992908,-4.109722938,0,0,0,0,20,0,0,0,0
173,  Ahaha!!! Yess of course aint dat rite @TruAce ?!?! Haha He so awesome tho! BCK OFF lol jk,0,  ahaha yess of course aint dat rite truace  haha he so awesome tho bck off lol jk,0.462971599,-0.231328605,41.9281534,0,0.269230769,0.076923077,0,0,17,1,0.058823529,0,0
174,  ahahah ndd ii lovee mee alott off myy lil floricell(: <33,0,  ahahah ndd ii lovee mee alott off myy lil floricell <33,0.011813284,0.008049776,0,-7.017832953,0,0.071428571,0,0,12,0,0,0,0
175,  ahahaha!!!(: It wuzz funn!(: lmao<3,0,  ahahaha it wuzz funn lmao<3,0.25683877,-0.246331901,23.66646809,-9.861637176,0.066666667,0.066666667,1,0.142857143,7,0,0,0,0
176,  Ahh,0,  ahh,-0.09317771,0.230335639,0,0,1,0,0,0,1,0,0,0,0
177,  Ahh.. Probably Cookies! D:,0,  ahh probably cookies d,0.187727239,-0.078389456,5.916617023,0,0.8,0,0,0,4,0,0,0,0
178,  Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!,0,  ahhh i love em both but i would go for justin bieber well because im older but i perfer them both,0.846774786,-0.322634382,31.29854119,-13.45343403,0.333333333,0.148148148,0,0,21,2,0.095238095,0,0
179,  Ahhh!!;) wow 5yrs! man  its a gorgeous language! I love it!! this is my first year learnin it! haha NEWBIE!,0,  ahhh wow 5yrs man  its a gorgeous language i love it this is my first year learnin it haha newbie,0.80930581,-0.442738063,51.05836306,-12.60472885,0.1,0.066666667,0,0,20,3,0.15,0,0
180,  alejandro by lady gaga,0,  alejandro by lady gaga,0.212423139,0.092027923,0,0,0,0,0,0,4,0,0,0,0
181,  alien brains. go figure haha,0,  alien brains go figure haha,0.251010917,-0.17401435,0,-3.902184413,0,0,0,0,5,0,0,0,0
182,  All the time. haha  Unless we're going out. Its uhhh more comfy!,0,  all the time haha  unless were going out its uhhh more comfy,0.811109606,-0.549545164,9.157612481,-3.902184413,0.214285714,0,0,0,12,1,0.083333333,0,0
183,  ALL thee twilight books chuz she got some good mula baby!,0,  all thee twilight books chuz she got some good mula baby,0.4236303,-0.303112934,10.10267004,-2.798735988,0.083333333,0.083333333,0,0,11,1,0.090909091,0,0
184,  All three babay :),0,  all three babay ,0.285670737,-0.28824794,0,-2.843804223,0.2,0,0,0,3,0,0,0,0
185,  all time? i have no idea. but i love comedy movies so i watch them pretty often,0,  all time i have no idea but i love comedy movies so i watch them pretty often,0.978971523,-0.538412141,2.282065044,-17.00925242,0,0,0,0,17,2,0.117647059,0,0
186,  Alllrighhhtyy. :],0,  alllrighhhtyy ,-0.408558342,0.193577615,0,-8.705423881,0.333333333,0,0,0,1,0,0,0,0
187,  Alone and in my sleep,0,  alone and in my sleep,0.84875806,-0.818044371,0,-2.200824614,0.2,0,0,0,5,0,0,0,0
188,  Along came polly.,0,  along came polly,-0.063302923,0.178675584,0,0,0.25,0,0,0,3,0,0,0,0
189,  along came polly. cause its funny,0,  along came polly cause its funny,0.427445837,-0.118158502,0,-2.758626985,0,0,0,0,6,0,0,1,0.166666667
190,  Alrightt,0,  alrightt,0.30908114,0.406007886,0,0,1,0,0,0,1,0,0,0,0
191,  alrighty !,0,  alrighty ,-0.184597138,-0.323448113,5.916617023,0,0,0,0,0,1,0,0,0,0
192,  Always. haha sorry i didnt answer last night. I was half asleep when you called.,0,  always haha sorry i didnt answer last night i was half asleep when you called,0.874539276,-0.577463658,0,-8.138053853,0.125,0.0625,0,0,15,0,0,1,0.066666667
193,  ammmmmbbaaaaaa,0,  ammmmmbbaaaaaa,-0.499754212,-0.025947072,0,0,0,0,0,0,1,0,0,0,0
194,  An eagle definantly.,0,  an eagle definantly,0.051572588,-0.179561221,0,0,0.25,0,0,0,3,0,0,0,0
195,  And why are you trying to give me advice.?,0,  and why are you trying to give me advice,1.202593742,-0.684760997,2.282065044,0,0.1,0,0,0,9,0,0,0,0
196,  Any time i think about doin that i forget im counting and then by the time i get to the end im like dang it!! haha,0,  any time i think about doin that i forget im counting and then by the time i get to the end im like dang it haha,1.053208187,-0.65150228,15.37407739,-25.9687365,0.035714286,0,0,0,26,1,0.038461538,0,0
197,  anything jennifer lopez haha,0,  anything jennifer lopez haha,0.384670306,-0.200805243,0,-3.902184413,0,0,0,0,4,0,0,0,0
198,  Anything thai and spicy.r mexican.r Veggies :]r Grapes  strawberries  Fruit. har And Rice. r I love food btw.,0,  anything thai and spicyr mexicanr veggies r grapes  strawberries  fruit har and rice r i love food btw,0.251986411,-0.229496709,0,-12.87945581,0.333333333,0.047619048,0,0,18,1,0.055555556,0,0
199,  apple,0,  apple,-0.054835671,-0.033181016,0,0,0,0,0,0,1,0,0,0,0
200,  APRIL,0,  april,-0.076314028,-0.00528209,0,0,1,1,0,0,1,0,0,0,0
201,  April. my sisterr Timothy  my boyfriendr Dad. r r My very best would probably be........r April. She knows me best. Always. and how to handle me.,0,  april my sisterr timothy  my boyfriendr dad r r my very best would probably ber april she knows me best always and how to handle me,0.551936528,-0.47565307,4.029678088,-5.757515702,0.233333333,0,0,0,26,2,0.076923077,0,0
202,  Are you a lonely boy?,0,  are you a lonely boy,1.172407569,-0.512728501,2.282065044,0,0.166666667,0,0,0,5,0,0,1,0.2
203,  Are you anonymous?,0,  are you anonymous,1.104806185,-0.604031578,2.282065044,0,0.25,0,0,0,3,0,0,0,0
204,  ariel. definantly.,0,  ariel definantly,-0.14811286,0.130946872,0,0,0,0,0,0,2,0,0,0,0
205,  aries.,0,  aries,0.394880002,-0.236531204,0,0,0,0,0,0,1,0,0,0,0
206,  As friends...but nothing more than that  she doesn't like me like that,0,  as friendsbut nothing more than that  she doesnt like me like that,0.945515482,-0.400525514,12.71622134,-6.948227398,0.066666667,0,0,0,12,2,0.166666667,0,0
207,  ashlee 13 florida 7th,0,  ashlee 13 florida 7th,-0.156650151,0.12414311,0,0,0,0.25,0,0,4,0,0,0,0
208,  Ask your daddy (;,0,  ask your daddy ,0.440977117,-0.424907505,0,0,0.2,0,0,0,3,0,0,0,0
209,  at night. i like to climb into bed clean :),0,  at night i like to climb into bed clean ,0.808074757,-0.565007653,0,-7.69172756,0,0,0,0,9,2,0.222222222,0,0
210,  at the same time...... whaaaaaaaaaat? lol,0,  at the same time whaaaaaaaaaat lol,0.855183648,-0.631378784,6.311743132,0,0,0,0,0,6,0,0,0,0
211,  Ate it?,0,  ate it,1.154709578,-0.319203013,2.282065044,0,0.333333333,0,0,0,2,0,0,0,0
212,  ATM Rue 21;D Or Forever21 <3,0,  atm rue 21d or forever21 <3,0.039961151,-0.184048146,0,-4.174028731,0.555555556,0.444444444,0,0,7,0,0,1,0.142857143
213,  audrey hepburn,0,  audrey hepburn,-0.216973226,-0.047737877,0,0,0,0,0,0,2,0,0,0,0
214,  Awee'  your gonna hand it too mee? Lol,0,  awee  your gonna hand it too mee lol,0.803178054,-0.336220549,4.139054318,-1.501283334,0.181818182,0,0,0,9,0,0,0,0
215,  Awhh i love ur earrings!,0,  awhh i love ur earrings,0.690333859,-0.499463771,10.33646337,-6.782471532,0.166666667,0,0,0,5,1,0.2,0,0
216,  awhh i would saw lets! but i have a husband d:,0,  awhh i would saw lets but i have a husband d,1.047497342,-0.525971685,5.916617023,-14.42848345,0,0,0,0,11,0,0,0,0
217,  awhhh :) good,0,  awhhh  good,0.756987243,0.200949026,0,-5.642540211,0,0,0,0,2,1,0.5,0,0
218,  awhhh thank you jordy.. :),0,  awhhh thank you jordy ,0.747374488,-0.15273858,0,-2.843804223,0,0,0,0,4,1,0.25,0,0
219,  awhhhh thank you sooo much!!! idk why people keep saying that i think im so pretty haha because i think im nothing special and then it brings me to the im fishing for compliments when im litterally not. idk who commented that  but thanks all these people need to get a life and stay out of mine because they obliously do not no me.,0,  awhhhh thank you sooo much idk why people keep saying that i think im so pretty haha because i think im nothing special and then it brings me to the im fishing for compliments when im litterally not idk who commented that  but thanks all these people need to get a life and stay out of mine because they obliously do not no me,0.916162832,-0.562373145,23.12672862,-44.92895251,0,0,0,0,64,2,0.03125,0,0
220,  Aww thanks a ton. but honestly what?,0,  aww thanks a ton but honestly what,0.894282812,-0.484444655,2.282065044,-10.31515225,0.125,0,0,0,7,0,0,0,0
221,  aww thankss yuu aree to,0,  aww thankss yuu aree to,0.407452223,0.004230128,0,0,0,0,0,0,5,0,0,0,0
222,  Awwhhh!!!Thank yuh Jacob ur really nice!!! Might be my new bestie <33 Thank YUH SO MUCH!,0,  awwhhhthank yuh jacob ur really nice might be my new bestie <33 thank yuh so much,0.477831782,-0.308207669,45.8361655,-6.045799243,0.32,0.16,0,0,17,2,0.117647059,0,0
223,  Awww man you just reminded me! I wtch it sometimes bhut i love Big Mike! Pplz are really wrong bout letting Katie go!! Argh . .,0,  awww man you just reminded me i wtch it sometimes bhut i love big mike pplz are really wrong bout letting katie go argh  ,0.726635793,-0.355843253,25.44023953,-8.654242045,0.233333333,0.033333333,0,0,24,1,0.041666667,1,0.041666667
224,  babaysitting and lawn mowing until i was of age to get a legal job. and that was a gold star chili the restuarant.,0,  babaysitting and lawn mowing until i was of age to get a legal job and that was a gold star chili the restuarant,0.612729863,-0.544440963,3.540843344,-5.863299275,0,0,0,0,23,1,0.043478261,0,0
225,  back to you,0,  back to you,1.667852748,-0.882594133,0,0,0,0,0,0,3,0,0,0,0
226,  BAD! the world without bees would mean we would die out in about 5 yrs..thats really bad! :(r SAVE THE BEES!,0,  bad the world without bees would mean we would die out in about 5 yrsthats really bad r save the bees,0.581240013,-0.617916582,19.49344858,-17.36964041,0.153846154,0.192307692,0,0,21,0,0,3,0.142857143
227,  bahah yup that you do. but im not gonna tell the whole fuckign world what it is lol,0,  bahah yup that you do but im not gonna tell the whole fuckign world what it is lol,1.002017459,-0.658692647,3.69302348,-13.02095685,0,0,0,0,19,0,0,0,0
228,  bahaha i doubt it,0,  bahaha i doubt it,1.315748211,-0.259062168,0,-2.608439604,0,0,0,0,4,0,0,1,0.25
229,  bahaha idk :) whats goin on?,0,  bahaha idk  whats goin on,0.412907542,-0.351553831,4.070790794,-5.031805588,0,0,0,0,5,0,0,0,0
230,  baptist.,0,  baptist,-0.208812478,-0.357296872,0,0,0,0,0,0,1,0,0,0,0
231,  bash my head against the wall hahaha ;),0,  bash my head against the wall hahaha ,0.310194977,-0.630779075,0,-1.545074325,0,0,0,0,7,0,0,1,0.142857143
232,  bath and body for sure :),0,  bath and body for sure ,0.83144323,-0.527773995,0,-4.602630627,0,0,0,0,5,0,0,0,0
233,  Be truly Kind to one another.,0,  be truly kind to one another,0.830503836,-0.62097906,0,-2.674565527,0.285714286,0,0,0,6,0,0,0,0
234,  beach.,0,  beach,0.209558845,0.010043564,0,0,0,0,0,0,1,0,0,0,0
235,  Beachhh !,0,  beachhh ,-0.061775628,-0.382731025,5.916617023,0,0.5,0,0,0,1,0,0,0,0
236,  Beatles :],0,  beatles ,-0.360628064,-0.339737257,0,-8.705423881,0.333333333,0,0,0,1,0,0,0,0
